location,lat,long
333 SEMBAWANG CL,1.44699020900003,103.816416176
333 SERANGOON AVE 3,1.35049745800006,103.870440179
333 WOODLANDS ST 32,1.42976674700003,103.780001773
334 ANG MO KIO AVE 1,1.36371827900007,103.850980295
334 BT BATOK ST 32,1.36462915700002,103.747831425
334 CLEMENTI AVE 2,1.31518502700004,103.768432709
334 HOUGANG AVE 5,1.36886216600004,103.897954353
334 KRETA AYER RD,1.28160641200003,103.842335926
334 SEMBAWANG CL,1.44804933600005,103.816349002
334 SERANGOON AVE 3,1.35024124900002,103.870832448
334 WOODLANDS ST 32,1.43004416700006,103.780454638
335 ANG MO KIO AVE 1,1.36320996800004,103.850690597
335 BT BATOK ST 32,1.36454992500006,103.748092994
335 CLEMENTI AVE 2,1.31699411200003,103.768506616
335 HOUGANG AVE 7,1.36894817500007,103.898718102
335 SEMBAWANG CL,1.44716347300005,103.815013547
335 SERANGOON AVE 3,1.34944221400002,103.871067808
335 WOODLANDS ST 32,1.42972520100005,103.780579358
335A SMITH ST,1.28211630800007,103.842845624
335B SMITH ST,1.28236449600007,103.843448182
336 ANG MO KIO AVE 1,1.36311536300002,103.852216986
336 BT BATOK ST 32,1.36492892500007,103.748365508
336 HOUGANG AVE 7,1.36930321000006,103.898351173
336 SEMBAWANG CRES,1.44695013700004,103.815574239
336 UBI AVE 1,1.32572020300006,103.901822393
336 WOODLANDS AVE 1,1.43045950900006,103.78200306
337 ANG MO KIO AVE 1,1.36265500500002,103.852218097
337 BT BATOK ST 34,1.36348296400007,103.749393361
337 HOUGANG AVE 7,1.36968021900003,103.89833724
337 SEMBAWANG CRES,1.44637239300005,103.815645306
337 UBI AVE 1,1.32598214000006,103.901513158
337 WOODLANDS AVE 1,1.43071738700007,103.781743925
337A TAH CHING RD,1.33769966400007,103.722790262
337B TAH CHING RD,1.33745034700007,103.722395565
337C TAH CHING RD,1.33719034600006,103.722003986
337D TAH CHING RD,1.33733224600007,103.721601005
338 BT BATOK ST 34,1.36355249600007,103.750948082
338 JURONG EAST AVE 1,1.35022056900004,103.731260626
338 SEMBAWANG CRES,1.44577476100005,103.815316349
338 TAMPINES ST 33,1.35191835200004,103.959646788
338 UBI AVE 1,1.32613973600007,103.902073614
338 WOODLANDS AVE 1,1.43074665300003,103.781161364
338A TAH CHING RD,1.33781496800003,103.722184784
338B KANG CHING RD,1.33813942900002,103.721913842
339 BT BATOK ST 34,1.36319798600005,103.750804633
339 CLEMENTI AVE 5,1.31966316700004,103.76913984
339 HOUGANG AVE 7,1.37002545700005,103.898572295
339 JURONG EAST AVE 1,1.34953251700006,103.731532178
339 TAMPINES ST 33,1.35114569100006,103.959124538
339 UBI AVE 1,1.32646063300007,103.90200703
339 WOODLANDS AVE 1,1.43100437700002,103.781602327
339A KANG CHING RD,1.33785466400002,103.721462722
339A SEMBAWANG CL,1.44801536000006,103.817880878
339B KANG CHING RD,1.33818062600005,103.721189046
339B SEMBAWANG CL,1.44801595700005,103.817560654
339C KANG CHING RD,1.33851437900006,103.72167799
339D KANG CHING RD,1.33875703700005,103.72215702
34 BEDOK STH AVE 2,1.32229280100006,103.938251717
34 CASSIA CRES,1.30964078400007,103.88447178
34 EUNOS CRES,1.32101348300006,103.900972795
34 JALAN BAHAGIA,1.32698180900007,103.857761762
34 JALAN BT HO SWEE,1.28807687600005,103.827081279
34 MARINE CRES,1.30414964000005,103.912123967
34 MARSILING DR,1.44398788900003,103.772009514
34 TANGLIN HALT RD,1.29680899500005,103.798361469
34 TELOK BLANGAH WAY,1.27351780100003,103.822480988
340 BT BATOK ST 34,1.36314201200003,103.74954112
340 CHOA CHU KANG LOOP,1.38409830700004,103.745498995
340 CLEMENTI AVE 5,1.31872875400006,103.770071256
340 HOUGANG AVE 7,1.37014137100005,103.897850264
340 TAMPINES ST 33,1.35142719300006,103.960460132
340 UBI AVE 1,1.32636526600004,103.901424426
340 WOODLANDS AVE 1,1.43116424800007,103.781134737
340A SEMBAWANG CL,1.44753390100004,103.817892345
340B SEMBAWANG CL,1.44717581000003,103.818266689
341 BT BATOK ST 34,1.36280452000005,103.749157204
341 CLEMENTI AVE 5,1.31912053100007,103.769057717
341 HOUGANG AVE 7,1.37044549000007,103.898588734
341 JURONG EAST AVE 1,1.34920755800005,103.731256053
341 SEMBAWANG CL,1.44706807800003,103.818677574
341 TAMPINES ST 33,1.35114570200005,103.961134939
341 UBI AVE 1,1.32671260600006,103.901560746
341 WOODLANDS AVE 1,1.43153107200004,103.781120377
341A SEMBAWANG CL,1.44757636500003,103.818609771
341B SEMBAWANG CL,1.44798211000005,103.818506856
342 BT BATOK ST 34,1.36258323100003,103.748574945
342 CLEMENTI AVE 5,1.31836321400004,103.769846484
342 TAMPINES ST 33,1.35114570500002,103.961798123
342 UBI AVE 1,1.32643338500003,103.901170018
342 WOODLANDS AVE 1,1.43195720800003,103.781112464
343 ANG MO KIO AVE 3,1.36837475100003,103.849151107
343 BT BATOK ST 34,1.36238776800008,103.749167455
343 CLEMENTI AVE 5,1.31790852600005,103.77093445
343 TAMPINES ST 33,1.35191832500004,103.961275861
343 UBI AVE 1,1.32650665600005,103.900492069
343 WOODLANDS AVE 1,1.43174566100004,103.780658303
343 YISHUN AVE 11,1.42916540000004,103.843888876
344 ANG MO KIO AVE 3,1.36797705100003,103.849264839
344 UBI AVE 1,1.32635938400006,103.899753062
344 WOODLANDS ST 32,1.43207266700006,103.780455055
345 ANG MO KIO AVE 3,1.36748702500006,103.849651724
345 BT BATOK ST 34,1.36284881500006,103.750843242
345 CLEMENTI AVE 5,1.31770281200005,103.769076732
345 KANG CHING RD,1.34020748200004,103.721534317
345 TAMPINES ST 33,1.35191878000006,103.962266862
345 UBI AVE 1,1.32591743900002,103.899063689
345 WOODLANDS ST 32,1.43245895400003,103.780459402
345 YISHUN AVE 11,1.42847591900005,103.844070961
346 ANG MO KIO AVE 3,1.36709586900002,103.849662303
346 BT BATOK ST 34,1.36247140400008,103.750561081
346 CHOA CHU KANG LOOP,1.38358998700005,103.744901135
346 CLEMENTI AVE 5,1.31701655100005,103.770055179
346 KANG CHING RD,1.34023656700003,103.720885227
346 TAMPINES ST 33,1.35123791600006,103.962570614
346 UBI AVE 1,1.32598165500002,103.899673376
346 YISHUN AVE 11,1.42845935100007,103.8435688
347 BT BATOK ST 34,1.36227034200004,103.751192939
347 CLEMENTI AVE 5,1.31717947400006,103.770788849
347 KANG CHING RD,1.34050041000006,103.720200007
347 TAMPINES ST 33,1.35188042700003,103.963113737
347 UBI AVE 1,1.32566117000005,103.899733223
347 WOODLANDS AVE 3,1.43319140300002,103.781594917
348 ANG MO KIO AVE 3,1.36619757000005,103.847899914
348 BT BATOK ST 34,1.36213530300006,103.750617374
348 CLEMENTI AVE 5,1.31677716300004,103.770897098
348 KANG CHING RD,1.34060994200007,103.71978226
348 TAMPINES ST 33,1.35252559900005,103.963366935
348 UBI AVE 1,1.32615026000002,103.9005275
348 WOODLANDS AVE 3,1.43293946000006,103.781881394
349 BT BATOK ST 34,1.36209582600003,103.749579952
349 CLEMENTI AVE 2,1.31595863800004,103.771054408
349 CORPORATION DR,1.33953419600005,103.719166866
349 TAMPINES ST 33,1.35341689800003,103.963011755
349 UBI AVE 1,1.32582834300007,103.900581104
349 WOODLANDS AVE 3,1.43352424500006,103.782516336
349 YISHUN AVE 11,1.42613375100007,103.84339152
35 BEDOK STH AVE 2,1.32233220700004,103.939766219
35 CHAI CHEE AVE,1.32453982100003,103.926711732
35 CIRCUIT RD,1.32915899700004,103.886010316
35 DOVER RD,1.29912398100004,103.783424505
35 EUNOS CRES,1.32110753900002,103.901372602
35 JALAN RUMAH TINGGI,1.28769394700004,103.80893349
35 LOR 5 TOA PAYOH,1.33488691700006,103.854606004
35 MARINE CRES,1.30378054800002,103.91290355
350 ANG MO KIO ST 32,1.36371311800002,103.850044232
350 BT BATOK ST 34,1.36143858500003,103.749152507
350 CLEMENTI AVE 2,1.31562015300005,103.77019169
350 CORPORATION DR,1.33867162400003,103.719136998
350 TAMPINES ST 33,1.35380661900007,103.962935247
350 UBI AVE 1,1.32580408500007,103.901292368
350 WOODLANDS AVE 3,1.43384228800005,103.782295007
350 YISHUN AVE 11,1.42604221300007,103.844359042
350A CANBERRA RD,1.45054091200006,103.820624276
350B CANBERRA RD,1.45007343300006,103.820762984
350C CANBERRA RD,1.44996054000006,103.820382151
351 ANG MO KIO ST 32,1.36432366700006,103.850307633
351 CLEMENTI AVE 2,1.31535007000002,103.770861378
351 CORPORATION DR,1.33897222400003,103.719838811
351 HOUGANG AVE 7,1.37173981100005,103.898999982
351 TAMPINES ST 33,1.35228456000004,103.96281689
351 UBI AVE 1,1.32548628500007,103.90072774
351 WOODLANDS AVE 1,1.43250600100004,103.7840616
351A CANBERRA RD,1.45038763200006,103.820209042
351B CANBERRA RD,1.45086077200006,103.81997277
351C CANBERRA RD,1.45133511500006,103.81976714
352 ANG MO KIO ST 32,1.36410581500007,103.850935702
352 CHOA CHU KANG CTRL,1.38284472400005,103.74315733
352 CLEMENTI AVE 2,1.31427860200006,103.771350558
352 HOUGANG AVE 7,1.37210569400003,103.899099276
352 KANG CHING RD,1.33936579400006,103.720184381
352 TAMPINES ST 33,1.35416527500007,103.962442566
352 UBI AVE 1,1.32522701800002,103.899400226
352 WOODLANDS AVE 1,1.43164241900007,103.784520586
352A CANBERRA RD,1.45065508200003,103.81965088
352B CANBERRA RD,1.45029896500006,103.819814828
352C CANBERRA RD,1.44983764700004,103.819822013
353 ANG MO KIO ST 32,1.36406807900005,103.851612285
353 CHOA CHU KANG CTRL,1.38213707100005,103.743397514
353 KANG CHING RD,1.33963604700006,103.720528201
353 TAMPINES ST 33,1.35451273700005,103.963028627
353 WOODLANDS AVE 1,1.43181648700005,103.785162449
353 YISHUN RING RD,1.42613727800006,103.84521649
353A ADMIRALTY DR,1.45053763000004,103.819135455
353B ADMIRALTY DR,1.45016506700006,103.81930685
353C ADMIRALTY DR,1.44975787400006,103.819449184
354 ANG MO KIO ST 32,1.36440439700004,103.851810912
354 CHOA CHU KANG CTRL,1.38264543800005,103.74356108
354 CLEMENTI AVE 2,1.31351386400007,103.770861089
354 HOUGANG AVE 7,1.37240832600003,103.899433277
354 KANG CHING RD,1.33915788500002,103.72093135
354 TAMPINES ST 33,1.35465583300004,103.962190211
354 WOODLANDS AVE 1,1.43239170200007,103.785065334
354 YISHUN RING RD,1.42578597300007,103.845228101
354A ADMIRALTY DR,1.45006600000005,103.818890891
354B ADMIRALTY DR,1.45039898900006,103.818680991
354C ADMIRALTY DR,1.45064444400003,103.81824947
355 CHOA CHU KANG CTRL,1.38312422300004,103.743774849
355 HOUGANG AVE 7,1.37187581000006,103.898239488
355 KANG CHING RD,1.33857345700005,103.72083578
355 TAMPINES ST 33,1.35505059100007,103.961599957
355 WOODLANDS AVE 1,1.43284602100005,103.784550611
356 HOUGANG AVE 7,1.37259314200003,103.898813147
356A ADMIRALTY DR,1.44944134500003,103.816852385
356B ADMIRALTY DR,1.44922869200002,103.81737574
356C ADMIRALTY DR,1.44925221100004,103.817794618
357 ADMIRALTY DR,1.45003603300006,103.816435076
357 TAMPINES ST 33,1.35401954300005,103.961599844
357 YISHUN RING RD,1.42609176100007,103.845997561
357 YUNG AN RD,1.33682896800002,103.721117649
357A ADMIRALTY DR,1.45004399400005,103.817003274
357B ADMIRALTY DR,1.45024168300006,103.817316101
357C ADMIRALTY DR,1.44982941500007,103.817599041
358 BT BATOK ST 31,1.36141226500007,103.750750526
358 CLEMENTI AVE 2,1.31358574900003,103.769084333
358 TAMPINES ST 33,1.35447448000002,103.961004152
359 ADMIRALTY DR,1.44963205500005,103.815084138
359 BT BATOK ST 31,1.36134370400003,103.751230684
359 CLEMENTI AVE 2,1.31349292400006,103.769854781
359 HOUGANG AVE 5,1.36913888800007,103.895264426
359 TAMPINES ST 34,1.35588169300007,103.961638534
359 YUNG AN RD,1.33611140300007,103.721401018
359A ADMIRALTY DR,1.44966317700005,103.815544864
359B ADMIRALTY DR,1.44939985900004,103.815131957
359C ADMIRALTY DR,1.44912493700002,103.81471387
36 BEDOK STH AVE 2,1.32163299700005,103.938441289
36 BEO CRES,1.28830079100004,103.827180352
36 CIRCUIT RD,1.32902607900007,103.886930797
36 DOVER RD,1.29999165600003,103.782743017
36 EUNOS CRES,1.32117164400006,103.901772832
36 JALAN RUMAH TINGGI,1.28850155400005,103.808776831
36 LOR 5 TOA PAYOH,1.33482139900002,103.855272945
36 TANGLIN HALT RD,1.29729245400006,103.798228698
360 BT BATOK ST 31,1.36106704800005,103.750625432
360 TAMPINES ST 34,1.35561756500005,103.962257932
360 YUNG AN RD,1.33580303400004,103.720980581
360A ADMIRALTY DR,1.44920330900004,103.815848474
360B ADMIRALTY DR,1.44873829000005,103.815232119
360C ADMIRALTY DR,1.44867493300006,103.814692191
361 BT BATOK ST 31,1.36073372200002,103.750944065
361 HOUGANG AVE 5,1.36924226800005,103.895970405
361 TAMPINES ST 34,1.35642947600007,103.962187349
361 YUNG AN RD,1.33580354500003,103.720313655
362 CLEMENTI AVE 2,1.31271692800004,103.769902554
362 TAMPINES ST 34,1.35625122800008,103.961576641
362 YISHUN RING RD,1.42850853900006,103.844894154
363 BT BATOK ST 31,1.36101444400003,103.749447323
363 CLEMENTI AVE 2,1.31282068300004,103.768916983
363 HOUGANG AVE 5,1.36990038400006,103.89639348
363 TAMPINES ST 34,1.35552067900005,103.960860223
363 WOODLANDS AVE 5,1.43392832100005,103.785927939
363 YISHUN RING RD,1.42890496700005,103.845206071
364 BT BATOK ST 31,1.36066491100007,103.749321019
364 CLEMENTI AVE 2,1.31240641900007,103.768752275
364 TAMPINES ST 34,1.35735499900005,103.959355947
364 WOODLANDS AVE 5,1.43407883300006,103.786743446
365 BT BATOK ST 31,1.36087152100004,103.748644458
365 CLEMENTI AVE 2,1.31229978900006,103.769943831
365 CORPORATION DR,1.33772592700006,103.720184719
365 TAMPINES ST 34,1.35768612000004,103.960620746
365 WOODLANDS AVE 5,1.43431838400005,103.787634151
365 YISHUN RING RD,1.42924779300006,103.84519224
366 CORPORATION DR,1.33789108300005,103.719681392
366 TAMPINES ST 34,1.35815031300007,103.961032966
366 WOODLANDS AVE 5,1.43374240200006,103.787381728
366 YISHUN RING RD,1.42908098500004,103.84587966
367 BT BATOK ST 31,1.36033274200003,103.749691516
367 CORPORATION DR,1.33769782300004,103.719145675
367 TAMPINES ST 34,1.35770234100005,103.959954453
367 WOODLANDS AVE 5,1.43350424200003,103.78649608
367 YISHUN RING RD,1.42959195300006,103.845121446
367A TAMPINES ST 34,1.35770234100005,103.959954453
368 BT BATOK ST 31,1.36038104900007,103.750923866
368 CORPORATION DR,1.33747064600004,103.719786065
368 TAMPINES ST 34,1.35847458300003,103.961288498
368 WOODLANDS AVE 1,1.43294240100005,103.786732547
369 BT BATOK ST 31,1.36002946000002,103.751072295
369 TAMPINES ST 34,1.35869916100006,103.960254468
369 WOODLANDS AVE 1,1.43343620700006,103.787422676
37 BEDOK STH AVE 2,1.32190663600005,103.939847214
37 CAMBRIDGE RD,1.31686648100003,103.849363583
37 JALAN RUMAH TINGGI,1.28922928900005,103.809193413
37 LOR 5 TOA PAYOH,1.33452611300004,103.855915402
37 TANGLIN HALT RD,1.29777231700007,103.798017133
370 BT BATOK ST 31,1.35995741700003,103.749307338
370 HOUGANG ST 31,1.36382073400006,103.889572771
370 TAMPINES ST 34,1.35803885400003,103.959670087
370 WOODLANDS AVE 1,1.43254270500006,103.787387734
371 BT BATOK ST 31,1.35925940900006,103.750694631
371 CLEMENTI AVE 4,1.32057465700007,103.768211873
371 HOUGANG ST 31,1.36360388900005,103.890049841
371 TAMPINES ST 34,1.35709089500006,103.958597719
371 WOODLANDS AVE 1,1.43285953900005,103.786418335
372 BT BATOK ST 31,1.35866916700007,103.751213742
372 CLEMENTI AVE 4,1.31978885100006,103.767787535
372 HOUGANG ST 31,1.36299037900005,103.890463933
372 TAMPINES ST 34,1.35644214500007,103.958095638
373 CLEMENTI AVE 4,1.31949018200004,103.767337872
373 HOUGANG ST 31,1.36232963400005,103.890049556
373 TAMPINES ST 34,1.35602184700002,103.958780627
374 BT BATOK ST 31,1.35798291100002,103.750736426
374 CLEMENTI AVE 4,1.31912618600006,103.766983653
374 TAMPINES ST 34,1.35641448500007,103.959053584
375 BT BATOK ST 31,1.35832286800007,103.750129596
375 CLEMENTI AVE 4,1.31849298700007,103.766701647
376 CLEMENTI AVE 4,1.31810006500007,103.766692604
377 CLEMENTI AVE 5,1.31756399000005,103.767975203
378 CLEMENTI AVE 5,1.31741204200006,103.767416986
379 CLEMENTI AVE 5,1.31797801700003,103.767831518
38 BEO CRES,1.28855393200007,103.827290023
38 CAMBRIDGE RD,1.31658921100006,103.848909726
38 DOVER RD,1.29892027400007,103.782172608
38 JALAN RUMAH TINGGI,1.28863365900003,103.809643901
38 TANGLIN HALT RD,1.29750810300004,103.798722843
380 CLEMENTI AVE 5,1.31834429100007,103.767572031
381 CLEMENTI AVE 5,1.31855534800007,103.768028348
381 TAMPINES ST 32,1.35401864700003,103.958966328
383 BT BATOK WEST AVE 5,1.36232315200004,103.752217153
384 BT BATOK WEST AVE 5,1.36293263700003,103.752194207
384 TAMPINES ST 32,1.35401864300007,103.958052646
385 BT BATOK WEST AVE 5,1.36348353300002,103.752171421
385 TAMPINES ST 32,1.35496004400005,103.95852095
386 BT BATOK WEST AVE 5,1.36393942200004,103.752556036
386 YISHUN RING RD,1.42898064900004,103.84647349
388 TAMPINES ST 32,1.35528679600003,103.958318518
388 YISHUN RING RD,1.42916958500007,103.84721283
389 TAMPINES ST 32,1.35493422100006,103.957864253
389 YISHUN AVE 6,1.42956999100005,103.848020471
38A BENDEMEER RD,1.32005797800002,103.866939439
38B BENDEMEER RD,1.32053258300004,103.866795494
38C BENDEMEER RD,1.32112027800002,103.866786871
38D BENDEMEER RD,1.32163647000004,103.866767328
39 BEDOK STH RD,1.32139766300003,103.939730361
39 CAMBRIDGE RD,1.31656471400004,103.84864164
39 CIRCUIT RD,1.32742995000007,103.885681564
39 JALAN RUMAH TINGGI,1.28863334300007,103.810015901
39 JALAN TIGA,1.30782060300004,103.8850923
390 TAMPINES AVE 7,1.35590709800005,103.957225691
390 YISHUN AVE 6,1.42921279300003,103.848403864
391 BT BATOK WEST AVE 5,1.36577213000004,103.752354654
391 TAMPINES AVE 7,1.35563154100004,103.957953272
392 BT BATOK WEST AVE 5,1.36586608400006,103.753323281
392 TAMPINES AVE 7,1.35519267300003,103.957473809
393 BT BATOK WEST AVE 5,1.36649328100003,103.753112569
393 TAMPINES AVE 7,1.35519248700007,103.956968778
393 YISHUN AVE 6,1.42851535000005,103.848503721
394 BT BATOK WEST AVE 5,1.36642311200006,103.752688625
394 TAMPINES AVE 7,1.35519244900007,103.95606149
394 YISHUN AVE 6,1.42887285900002,103.848162614
395 BT BATOK WEST AVE 5,1.36448974300004,103.751987146
395 TAMPINES AVE 7,1.35586379200004,103.956049134
395 YISHUN RING RD,1.42884941900007,103.847221025
396 TAMPINES AVE 7,1.35567033800004,103.95643478
396 YISHUN AVE 6,1.42835946200006,103.847037323
397 YISHUN AVE 6,1.42788611400005,103.847541026
398 YISHUN RING RD,1.42767563100006,103.846523499
399 YISHUN AVE 6,1.42752635500005,103.847084233
39A BENDEMEER RD,1.32017938500007,103.866365809
3A GEYLANG SERAI,1.31750130800003,103.898911532
3A HOLLAND CL,1.30872223600005,103.79675078
3A UPP BOON KENG RD,1.31382812900006,103.87238077
3B UPP BOON KENG RD,1.31429873400003,103.872828237
3C UPP BOON KENG RD,1.31379318800003,103.873093871
3D UPP BOON KENG RD,1.31329783900003,103.872837648
4 BOON KENG RD,1.31569896400003,103.85978517
4 DELTA AVE,1.29182862400006,103.826545813
4 HILLVIEW AVE,unknown,unknown
4 HOLLAND CL,1.30796826400007,103.795646462
4 JALAN BATU,1.30186342500002,103.884045468
4 JOO CHIAT RD,1.31540759100005,103.898940353
4 LIM CHU KANG RD,1.42175249300004,103.704579229
4 ROCHOR RD,1.30259255500005,103.854433654
4 TECK WHYE AVE,1.38193929500005,103.752806722
4 TOH YI DR,1.33851206700007,103.774569824
40 BEDOK STH RD,1.32098631900004,103.939810018
40 BEO CRES,1.28905789200007,103.827513018
40 CAMBRIDGE RD,1.31599301700004,103.848243054
40 CIRCUIT RD,1.32767695900003,103.886264654
40 JALAN RUMAH TINGGI,1.28863289300006,103.810534587
40 SIMS DR,1.31747603000002,103.876354059
40 TANGLIN HALT RD,1.29798643700002,103.798580757
40 TELOK BLANGAH RISE,1.27209926600005,103.823245113
401 ADMIRALTY LINK,1.45427018000004,103.815812639
401 BEDOK NTH AVE 3,1.33098173500002,103.933604622
401 CHOA CHU KANG AVE 3,1.37969264200007,103.739760662
401 CLEMENTI AVE 1,unknown,unknown
401 FAJAR RD,1.38124850300005,103.768935382
401 HOUGANG AVE 10,1.37484339500003,103.896994161
401 JURONG WEST ST 42,1.35342494100007,103.721442696
401 SERANGOON AVE 1,1.34626598700004,103.873199804
401 TAMPINES ST 41,1.35707286800005,103.944912677
401 WOODLANDS ST 41,1.43044908300004,103.772775924
401 YISHUN AVE 6,1.42703376600002,103.847088612
402 ADMIRALTY LINK,1.45389053900004,103.815769087
402 BEDOK NTH AVE 3,1.33055472900003,103.933686724
402 CHOA CHU KANG AVE 3,1.37920252700007,103.739438134
402 CLEMENTI AVE 1,unknown,unknown
402 FAJAR RD,1.38031226300006,103.768073595
402 HOUGANG AVE 10,1.37443833200007,103.896698367
402 JURONG WEST ST 42,1.35339366000005,103.722445655
402 PANDAN GDNS,1.32075547800002,103.749519686
402 SERANGOON AVE 1,1.34665824900003,103.872904639
402 TAMPINES ST 41,1.35731626200004,103.945503131
402 WOODLANDS ST 41,1.43106432700006,103.772258883
402 YISHUN RING RD,1.42654968700003,103.847265135
403 ADMIRALTY LINK,1.45391726000003,103.816130139
403 ANG MO KIO AVE 10,1.36126901500006,103.854642366
403 BEDOK NTH AVE 3,1.32979984700006,103.933844369
403 CHOA CHU KANG AVE 3,1.37949409300006,103.738887525
403 CLEMENTI AVE 1,unknown,unknown
403 FAJAR RD,1.38113048700006,103.767749392
403 HOUGANG AVE 10,1.37464202300004,103.896353833
403 JURONG WEST ST 42,1.35383921800008,103.721479698
403 SERANGOON AVE 1,1.34648328100008,103.872494023
403 SIN MING AVE,1.36287032200005,103.833604034
403 WOODLANDS ST 41,1.43070847100006,103.77226136
403 YISHUN AVE 6,1.42693726400006,103.848553175
403A FERNVALE LANE,1.38893060900006,103.87320857
403B FERNVALE LANE,1.38879143500003,103.872979832
403C FERNVALE LANE,1.38831848100006,103.872935697
403D FERNVALE LANE,1.38821938400002,103.873178888
404 ADMIRALTY LINK,1.45356650500003,103.816469172
404 ANG MO KIO AVE 10,1.36167767100005,103.854726493
404 BEDOK NTH AVE 3,1.32937492400004,103.933926939
404 CHOA CHU KANG AVE 3,1.38012964900003,103.738888789
404 FAJAR RD,1.38063876700005,103.767550485
404 HOUGANG AVE 10,1.37384186800006,103.895829596
404 JURONG WEST ST 42,1.35392289200007,103.722505715
404 SERANGOON AVE 1,1.34709953100003,103.872473185
404 TAMPINES ST 41,1.35776235700007,103.944363238
404 WOODLANDS ST 41,1.43035044200002,103.772258868
404 YISHUN AVE 6,1.42657680800005,103.84814423
404A FERNVALE LANE,1.38834821700004,103.873814854
404B FERNVALE LANE,1.38829654300002,103.873546044
405 ADMIRALTY LINK,1.45329835100006,103.816138602
405 ANG MO KIO AVE 10,1.36157912700003,103.853805387
405 CHOA CHU KANG AVE 3,1.38021754600004,103.739453325
405 HOUGANG AVE 10,1.37404969600004,103.896459282
405 PASIR RIS DR 6,1.37362250200005,103.955932242
405 SERANGOON AVE 1,1.34770993800004,103.872811485
405 WOODLANDS ST 41,1.42999456200005,103.77226136
405A FERNVALE LANE,1.38882291600004,103.873859041
405B FERNVALE LANE,1.38900200400002,103.873670203
405C FERNVALE LANE,1.38919466700003,103.873437403
406 CHOA CHU KANG AVE 3,1.38037389500005,103.740209589
406 FAJAR RD,1.38185018200005,103.767575471
406 HOUGANG AVE 10,1.37363949800005,103.896187664
406 JURONG WEST ST 42,1.35431435500004,103.72239594
406 PASIR RIS DR 6,1.37376656700008,103.955388319
406 SEMBAWANG DR,1.45238757300007,103.817440101
406 SIN MING AVE,1.36294455400002,103.8340935
406 TAMPINES ST 41,1.35782898300005,103.945792876
406 WOODLANDS ST 41,1.42952071200006,103.77205212
406A FERNVALE RD,1.38801898300005,103.874295033
406B FERNVALE RD,1.38842869000007,103.874322925
406C FERNVALE RD,1.38867904800003,103.874702601
407 BT BATOK WEST AVE 4,1.36485171900006,103.745814559
407 CHOA CHU KANG AVE 3,1.38041759800007,103.740828419
407 CLEMENTI AVE 1,unknown,unknown
407 FAJAR RD,1.38144570100008,103.768305468
407 PASIR RIS DR 6,1.37362757200003,103.954517357
407 SEMBAWANG DR,1.45332598000005,103.816840073
407 SERANGOON AVE 1,1.34718613000007,103.872968182
407 SIN MING AVE,1.36345320600003,103.834214627
407 YISHUN AVE 6,1.42590713400006,103.848169903
407A FERNVALE RD,1.38826853300003,103.875272052
407B FERNVALE RD,1.38899739200002,103.875147967
408 BEDOK NTH AVE 2,1.32821320200003,103.932351978
408 BT BATOK WEST AVE 4,1.36481977800003,103.744989793
408 CHOA CHU KANG AVE 3,1.37991383600007,103.740467037
408 HOUGANG AVE 10,1.37332612500006,103.895386227
408 JURONG WEST ST 42,1.35478633400004,103.722563909
408 PANDAN GDNS,1.31820397700005,103.748816227
408 SERANGOON AVE 1,1.34724731300003,103.873453024
408 WOODLANDS ST 41,1.42885253200006,103.772369186
408 YISHUN AVE 6,1.42626632400004,103.848703213
408A FERNVALE RD,1.38876434000002,103.87621194
408B FERNVALE RD,1.38900427400006,103.876069074
408C FERNVALE RD,1.38924471300004,103.876556318
409 BEDOK NTH AVE 2,1.32810291300007,103.932938099
409 BT BATOK WEST AVE 4,1.36448899600003,103.745816406
409 CHOA CHU KANG AVE 3,1.38112967000006,103.741877153
409 CLEMENTI AVE 1,unknown,unknown
409 HOUGANG AVE 10,1.37369229100005,103.89511621
409 PANDAN GDNS,1.31851207600005,103.747372481
409 PASIR RIS DR 6,1.37291719800004,103.954225824
409 SAUJANA RD,1.38233492600006,103.767677663
409 SEMBAWANG DR,1.45303321100005,103.81765068
409 SERANGOON CTRL,1.34814760700004,103.874419497
409 TAMPINES ST 41,1.35915579400006,103.945140507
409 WOODLANDS ST 41,1.42912098800002,103.773326475
409 YISHUN RING RD,1.42620385400005,103.847273164
409A FERNVALE RD,1.38901642000008,103.877155396
409B FERNVALE RD,1.38949816100006,103.877011998
41 BEDOK STH RD,1.32105071800004,103.940803182
41 CAMBRIDGE RD,1.31543762100006,103.849817677
41 CHAI CHEE ST,1.32736155600003,103.926119427
41 CIRCUIT RD,1.32720568600007,103.88626742
41 STIRLING RD,1.29864048100006,103.801939708
41 TEBAN GDNS RD,1.32158649600007,103.741568923
410 BEDOK NTH AVE 2,1.32788785900004,103.931835804
410 BT BATOK WEST AVE 4,1.36445863800003,103.744991612
410 CHOA CHU KANG AVE 3,1.38062798800007,103.741520104
410 COMMONWEALTH AVE WEST,1.31144123200005,103.769691998
410 HOUGANG AVE 10,1.37388589200003,103.894681774
410 SEMBAWANG DR,1.45264774800006,103.817721274
410 SERANGOON CTRL,1.34777896700007,103.873842922
410 WOODLANDS ST 41,1.42873408200006,103.773488636
410 YISHUN RING RD,1.42634982600003,103.846574295
410A FERNVALE RD,1.39005269500007,103.875940509
410B FERNVALE RD,1.38978938900004,103.876096714
410C FERNVALE RD,1.38993920400003,103.876479596
411 ANG MO KIO AVE 10,1.36339526700004,103.855273019
