location,count
907 JURONG WEST ST 91,35
907 TAMPINES AVE 4,52
908 JURONG WEST ST 91,34
908 TAMPINES AVE 4,18
909 HOUGANG ST 91,77
909 JURONG WEST ST 91,79
909 TAMPINES AVE 4,48
91 BEDOK NTH ST 4,23
91 COMMONWEALTH DR,3
91 TANGLIN HALT RD,74
910 HOUGANG ST 91,128
910 TAMPINES ST 91,123
911 HOUGANG ST 91,123
911 JURONG WEST ST 91,40
911 TAMPINES ST 91,104
912 HOUGANG ST 91,33
912 TAMPINES ST 91,23
913 HOUGANG ST 91,40
913 JURONG WEST ST 91,47
913 TAMPINES ST 91,45
914 HOUGANG ST 91,41
914 JURONG WEST ST 91,31
914 TAMPINES ST 91,69
915 HOUGANG ST 91,45
915 JURONG WEST ST 91,18
915 TAMPINES ST 91,41
916 HOUGANG AVE 9,33
916 JURONG WEST ST 91,13
916 TAMPINES ST 91,181
917 HOUGANG AVE 9,36
917 JURONG WEST ST 91,68
918 HOUGANG AVE 9,49
919 HOUGANG AVE 4,34
919 JURONG WEST ST 91,48
92 BEDOK NTH AVE 4,35
92 COMMONWEALTH DR,4
92 PIPIT RD,20
920 HOUGANG ST 91,39
920 JURONG WEST ST 92,63
921 HOUGANG ST 91,20
921 JURONG WEST ST 92,27
921 TAMPINES ST 91,136
922 HOUGANG ST 91,36
922 JURONG WEST ST 92,53
922 TAMPINES ST 91,17
923 HOUGANG AVE 9,43
923 JURONG WEST ST 92,41
924 HOUGANG AVE 9,44
924 JURONG WEST ST 92,12
924 TAMPINES ST 91,41
925 HOUGANG ST 91,51
925 JURONG WEST ST 92,62
925 TAMPINES ST 91,44
926 HOUGANG ST 91,49
926 JURONG WEST ST 92,39
926 TAMPINES ST 91,14
926 YISHUN CTRL 1,19
927 HOUGANG ST 91,34
927 TAMPINES ST 91,31
927 YISHUN CTRL 1,16
928 HOUGANG ST 91,27
928 JURONG WEST ST 92,29
928 TAMPINES ST 91,45
928 YISHUN CTRL 1,9
929 HOUGANG ST 91,32
929 JURONG WEST ST 92,78
929 TAMPINES ST 91,44
92A PIPIT RD,33
93 BEDOK NTH AVE 4,127
93 COMMONWEALTH DR,1
93 GEYLANG BAHRU,12
93 JALAN DUA,2
930 HOUGANG ST 91,33
930 JURONG WEST ST 92,19
930 TAMPINES ST 91,58
930 YISHUN CTRL 1,21
931 HOUGANG ST 91,24
931 JURONG WEST ST 92,39
931 TAMPINES ST 91,32
931 YISHUN CTRL 1,13
932 JURONG WEST ST 92,68
932 TAMPINES ST 91,22
932 YISHUN CTRL 1,26
933 JURONG WEST ST 91,46
933 TAMPINES ST 91,117
934 JURONG WEST ST 91,68
934 TAMPINES ST 91,94
935 TAMPINES ST 91,112
935 YISHUN CTRL 1,46
936 HOUGANG ST 92,20
936 JURONG WEST ST 91,74
936 TAMPINES AVE 5,52
937 HOUGANG ST 92,30
938 HOUGANG ST 92,32
938 JURONG WEST ST 91,45
939 HOUGANG ST 92,24
939 JURONG WEST ST 91,77
939 TAMPINES AVE 5,25
94 GEYLANG BAHRU,23
94 WHAMPOA DR,70
940 JURONG WEST ST 91,68
941 HOUGANG ST 92,23
941 JURONG WEST ST 91,78
942 HOUGANG ST 92,54
942 JURONG WEST ST 91,49
943 HOUGANG ST 92,50
943 JURONG WEST ST 91,61
944 HOUGANG ST 92,36
944 JURONG WEST ST 91,98
945 HOUGANG ST 92,22
945 JURONG WEST ST 91,86
945 TAMPINES AVE 4,36
946 HOUGANG ST 92,27
946 JURONG WEST ST 91,66
946 TAMPINES AVE 4,29
947 JURONG WEST ST 91,56
948 JURONG WEST ST 91,63
949 JURONG WEST ST 91,44
95 BEDOK NTH AVE 4,172
95 COMMONWEALTH DR,3
95 GEYLANG BAHRU,20
95 WHAMPOA DR,72
950 HOUGANG ST 91,26
950 JURONG WEST ST 91,67
951 HOUGANG AVE 9,19
952 HOUGANG AVE 9,38
952 JURONG WEST ST 91,54
953 HOUGANG AVE 9,21
953 JURONG WEST ST 91,65
954 HOUGANG AVE 9,31
96 COMMONWEALTH CRES,2
96 GEYLANG BAHRU,19
96 WHAMPOA DR,72
961 JURONG WEST ST 92,30
963 HOUGANG AVE 9,23
964 HOUGANG AVE 9,25
965 HOUGANG AVE 9,46
965 JURONG WEST ST 93,32
966 JURONG WEST ST 93,22
968 HOUGANG AVE 9,65
969 HOUGANG ST 91,65
97 COMMONWEALTH CRES,6
97 GEYLANG BAHRU,18
97 JALAN DUA,1
970 HOUGANG ST 91,58
975 JURONG WEST ST 93,40
976 HOUGANG ST 91,30
976 JURONG WEST ST 93,45
977 JURONG WEST ST 93,82
978 JURONG WEST ST 93,35
978C BUANGKOK CRES,20
978D BUANGKOK CRES,25
979 JURONG WEST ST 93,94
979A BUANGKOK CRES,21
979B BUANGKOK CRES,20
979C BUANGKOK CRES,17
98 COMMONWEALTH CRES,5
980 JURONG WEST ST 93,58
980A BUANGKOK CRES,41
980B BUANGKOK CRES,20
980C BUANGKOK CRES,59
980D BUANGKOK CRES,21
981A BUANGKOK CRES,29
981B BUANGKOK CRES,12
981C BUANGKOK CRES,27
981D BUANGKOK CRES,9
984A BUANGKOK LINK,42
984C BUANGKOK LINK,32
985A BUANGKOK CRES,30
986A JURONG WEST ST 93,4
986B JURONG WEST ST 93,5
986C JURONG WEST ST 93,4
987A JURONG WEST ST 93,3
987B JURONG WEST ST 93,3
987C JURONG WEST ST 93,13
987D JURONG WEST ST 93,8
988A JURONG WEST ST 93,9
988B JURONG WEST ST 93,3
988C JURONG WEST ST 93,8
989A JURONG WEST ST 93,4
989B JURONG WEST ST 93,4
989C JURONG WEST ST 93,1
989D JURONG WEST ST 93,2
99 ALJUNIED CRES,28
99 COMMONWEALTH CRES,1
99 WHAMPOA DR,94
990A JURONG WEST ST 93,2
990B JURONG WEST ST 93,3
990C JURONG WEST ST 93,5
